Transaction Name,Organization Location,Organization Industries,Organization Name,Funding Type,Money Raised,Announced Date,Number of Investors,Lead Investors,Funding Stage
Series B - Brim.ai,"Denver, Colorado, United States","Generative AI, Agentic AI",Brim.ai,Series B,"$89,000,000","May 23, 2026",2,Brightwater Capital Partners,Early Stage Venture
Series C - Apexbloom Intelligence,"Seattle, Washington, United States",Generative AI,Apexbloom Intelligence,Series C,"$191,800,000","Dec 3, 2025",3,Westbrook VC,Late Stage Venture
Seed - Reify.ai,"Boston, Massachusetts, United States",SaaS,Reify.ai,Seed,"$2,500,000","Mar 17, 2026",2,Harbor Ventures,Seed
Series B - Helix Sense,"Palo Alto, California, United States",SaaS,Helix Sense,Series B,"$59,600,000","Jun 2, 2025",5,"Pinnacle Fund, Ascent Capital",Early Stage Venture
Series C - Tildenimbus Works,"New York, New York, United States",SaaS,Tildenimbus Works,Series C,"$59,300,000","Sep 23, 2025",3,North Group,Late Stage Venture
Series A - Anchor Systems,"Denver, Colorado, United States",Agentic AI,Anchor Systems,Series A,"$29,400,000","Jul 3, 2025",2,Harbor Partners,Early Stage Venture
Series B - Onyxatlas Dynamics,"Vancouver, British Columbia, Canada","AI Infrastructure, Generative AI",Onyxatlas Dynamics,Series B,"$76,800,000","Apr 4, 2026",6,Redwood Ventures,Early Stage Venture
Series A - Vant Flow,"Atlanta, Georgia, United States","Generative AI, Agentic AI",Vant Flow,Series A,"$40,200,000","Apr 17, 2026",5,Apex Partners,Early Stage Venture
Seed - Cradle.ai,"New York, New York, United States",SaaS,Cradle.ai,Seed,"$3,200,000","Jan 6, 2026",1,Apex Partners,Seed
Series B - Glide AI,"San Francisco, California, United States","Agentic AI, Generative AI",Glide AI,Series B,"$77,200,000","Apr 23, 2026",6,North Group,Early Stage Venture
Series A - Quantwren Labs,"New York, New York, United States","Generative AI, Agentic AI",Quantwren Labs,Series A,"$5,000,000","Aug 15, 2025",5,Catalyst Capital,Early Stage Venture
Seed - Tess Labs,"San Francisco, California, United States","Foundational AI, AI Infrastructure, Generative AI",Tess Labs,Seed,"$11,700,000","May 22, 2026",4,Northstar Ventures,Seed
Series C - Anchorquant Compute,"New York, New York, United States","Agentic AI, Generative AI",Anchorquant Compute,Series C,"$395,300,000","Jan 25, 2026",7,Cardinal Capital,Late Stage Venture
Series B - Nexaforge Logic,"San Francisco, California, United States","Agentic AI, SaaS, Generative AI",Nexaforge Logic,Series B,"$47,200,000","Dec 2, 2025",2,"Summit Group, Northstar Capital",Early Stage Venture
Seed - Pylonsable Intelligence,"Toronto, Ontario, Canada","SaaS, Generative AI, Foundational AI",Pylonsable Intelligence,Seed,"$4,600,000","Sep 16, 2025",3,Brightwater Capital Partners,Seed
Series B - Coda Core,"San Francisco, California, United States","SaaS, AI Infrastructure",Coda Core,Series B,"$105,800,000","Dec 9, 2025",4,Foundry Partners,Early Stage Venture
Seed - Halo Cloud,"Seattle, Washington, United States",AI Infrastructure,Halo Cloud,Seed,"$3,500,000","Mar 27, 2026",4,Union Square VC,Seed
Series B - Parse Sense,"Boston, Massachusetts, United States","AI Infrastructure, Generative AI",Parse Sense,Series B,"$26,200,000","Feb 3, 2026",5,Granite Capital,Early Stage Venture
Series A - Reify Intelligence,"Toronto, Ontario, Canada","AI Infrastructure, Generative AI, Agentic AI",Reify Intelligence,Series A,"$76,700,000","Mar 9, 2026",2,Union Square VC,Early Stage Venture
Seed - Mura Cloud,"New York, New York, United States","Generative AI, Agentic AI",Mura Cloud,Seed,"$2,100,000","Dec 13, 2025",1,Anchor Ventures,Seed
Seed - Lattice Sense,"Seattle, Washington, United States",SaaS,Lattice Sense,Seed,"$1,700,000","May 16, 2026",3,Westbrook VC,Seed
Series D - Synth Stack,"San Jose, California, United States","SaaS, Foundational AI, AI Infrastructure",Synth Stack,Series D,"$9,273,200,000","Aug 16, 2025",6,Meridian VC,Late Stage Venture
Series A - Frame Cloud,"Mountain View, California, United States","SaaS, AI Infrastructure",Frame Cloud,Series A,"$7,500,000","Sep 16, 2025",5,Granite Capital Partners,Early Stage Venture
Seed - Sage AI,"Seattle, Washington, United States",SaaS,Sage AI,Seed,"$2,100,000","Dec 24, 2025",3,Brightwater Fund,Seed
Series A - Anchor,"Cambridge, Massachusetts, United States",Generative AI,Anchor,Series A,"$42,500,000","Sep 13, 2025",5,Foundry VC,Early Stage Venture
Seed - Coveglide Stack,"Seattle, Washington, United States",AI Infrastructure,Coveglide Stack,Seed,"$5,000,000","Dec 15, 2025",3,Meridian Partners,Seed
Series A - Nimbustilde AI,"New York, New York, United States",Generative AI,Nimbustilde AI,Series A,"$14,700,000","Sep 14, 2025",3,"Sterling Capital, Harbor Partners",Early Stage Venture
Series B - Sage,"Austin, Texas, United States","Generative AI, SaaS",Sage,Series B,"$52,400,000","Jan 15, 2026",2,"Westbrook VC, Westbrook Growth",Early Stage Venture
Series A - Flux Stack,"Toronto, Ontario, Canada","SaaS, Agentic AI, Foundational AI",Flux Stack,Series A,"$18,700,000","Dec 18, 2025",3,Aurora Ventures,Early Stage Venture
Series C - Strataquant,"Palo Alto, California, United States","Agentic AI, SaaS",Strataquant,Series C,"$194,200,000","Oct 28, 2025",3,"Stonebridge Capital, Vertex Growth",Late Stage Venture
Series A - Pinnacle Core,"Palo Alto, California, United States","Generative AI, AI Infrastructure",Pinnacle Core,Series A,"$27,300,000","May 22, 2026",5,Apex Capital,Early Stage Venture
Series C - Forge Technologies,"Los Angeles, California, United States",Generative AI,Forge Technologies,Series C,"$130,000,000","Oct 3, 2025",6,Summit Ventures,Late Stage Venture
Series C - Sift Compute,"Boston, Massachusetts, United States",Generative AI,Sift Compute,Series C,"$118,100,000","May 13, 2026",5,Pinnacle Capital Partners,Late Stage Venture
Seed - Brim Labs,"Denver, Colorado, United States","SaaS, Agentic AI",Brim Labs,Seed,"$4,800,000","Dec 17, 2025",3,Westbrook Capital Partners,Seed
Seed - Aether Dynamics,"San Francisco, California, United States","SaaS, AI Infrastructure",Aether Dynamics,Seed,"$11,600,000","Jul 20, 2025",2,"Sterling VC, North Group",Seed
Series A - Coda Intelligence,"New York, New York, United States","Agentic AI, AI Infrastructure",Coda Intelligence,Series A,"$24,700,000","Nov 13, 2025",3,Pinnacle Fund,Early Stage Venture
Seed - Aetherlatent Labs,"New York, New York, United States",Agentic AI,Aetherlatent Labs,Seed,"$5,000,000","Mar 2, 2026",2,Redwood Ventures,Seed
Series A - Echomosaic Cloud,"Vancouver, British Columbia, Canada","AI Infrastructure, SaaS, Foundational AI",Echomosaic Cloud,Series A,"$237,000,000","Jan 16, 2026",5,Anchor Ventures,Early Stage Venture
Series A - Drift Stack,"New York, New York, United States","Generative AI, Agentic AI",Drift Stack,Series A,"$15,200,000","Feb 11, 2026",4,Aurora Growth,Early Stage Venture
Seed - Zeal Layer,"San Jose, California, United States",SaaS,Zeal Layer,Seed,"$1,400,000","Feb 22, 2026",4,"Northstar Capital, Catalyst Ventures",Seed
Seed - Prism Flow,"San Francisco, California, United States","Agentic AI, Generative AI",Prism Flow,Seed,"$3,800,000","Sep 7, 2025",1,"Redwood Growth, Meridian VC",Seed
Seed - Vox Layer,"Austin, Texas, United States",AI Infrastructure,Vox Layer,Seed,"$3,400,000","Oct 25, 2025",4,"Summit Group, Vista Capital",Seed
Series C - Vox Sense,"New York, New York, United States","SaaS, Generative AI",Vox Sense,Series C,"$122,900,000","Jul 13, 2025",5,Apex Ventures,Late Stage Venture
Series A - Sage Layer,"Boston, Massachusetts, United States",Agentic AI,Sage Layer,Series A,"$17,500,000","Sep 9, 2025",3,"Aurora Group, Keystone Ventures",Early Stage Venture
Series C - Aether Flow,"Seattle, Washington, United States","Agentic AI, Foundational AI",Aether Flow,Series C,"$1,546,100,000","Dec 15, 2025",7,Harbor Partners,Late Stage Venture
Series D - Iris Logic,"Seattle, Washington, United States","SaaS, Generative AI",Iris Logic,Series D,"$685,900,000","May 24, 2026",8,"Frontier Growth, Westbrook VC",Late Stage Venture
Series A - Velaflux AI,"Seattle, Washington, United States","Generative AI, SaaS",Velaflux AI,Series A,"$38,000,000","Jul 12, 2025",3,"North VC, Northstar VC",Early Stage Venture
Seed - Lumen,"New York, New York, United States",SaaS,Lumen,Seed,"$900,000","Nov 24, 2025",2,Meridian VC,Seed
Series C - Novaaxi Grid,"Los Angeles, California, United States",Agentic AI,Novaaxi Grid,Series C,"$105,100,000","Jan 7, 2026",4,Crescent Capital,Late Stage Venture
Series B - Latent Compute,"Los Angeles, California, United States",Generative AI,Latent Compute,Series B,"$78,900,000","Dec 27, 2025",5,"Pinnacle Ventures, Highland Fund",Early Stage Venture
Series C - Lumen.ai,"San Jose, California, United States",Generative AI,Lumen.ai,Series C,"$154,100,000","Jul 22, 2025",3,Aurora Group,Late Stage Venture
Series B - Neur Flow,"Waterloo, Ontario, Canada","Generative AI, Agentic AI",Neur Flow,Series B,"$52,900,000","Dec 7, 2025",4,"Pinnacle VC, Greylock Capital",Early Stage Venture
Series B - Apex Cloud,"San Francisco, California, United States",Generative AI,Apex Cloud,Series B,"$98,700,000","Aug 11, 2025",2,"Stonebridge Ventures, Summit Ventures",Early Stage Venture
Series D - Grove Sense,"San Francisco, California, United States","Generative AI, AI Infrastructure",Grove Sense,Series D,"$365,800,000","Nov 14, 2025",8,Westbrook VC,Late Stage Venture
Series A - Nimbus,"Austin, Texas, United States","SaaS, Generative AI",Nimbus,Series A,"$8,200,000","May 11, 2026",5,Compass Ventures,Early Stage Venture
Series D - Novalumin Systems,"San Francisco, California, United States","AI Infrastructure, Generative AI",Novalumin Systems,Series D,"$579,700,000","Jan 30, 2026",8,Sterling Capital Partners,Late Stage Venture
Series C - Anchor Dynamics,"Los Angeles, California, United States","Foundational AI, SaaS",Anchor Dynamics,Series C,"$407,400,000","Dec 13, 2025",7,"Harbor Partners, Anchor Ventures",Late Stage Venture
Seed - Verge Cloud,"Boston, Massachusetts, United States",Generative AI,Verge Cloud,Seed,"$4,100,000","Nov 11, 2025",3,"Harbor Ventures, Pinnacle Growth",Seed
Series B - Delvelattice Cloud,"Chicago, Illinois, United States","Generative AI, Agentic AI",Delvelattice Cloud,Series B,"$55,000,000","Aug 14, 2025",2,Sterling Capital,Early Stage Venture
Series A - Vail Grid,"San Francisco, California, United States","Generative AI, SaaS",Vail Grid,Series A,"$6,200,000","Sep 24, 2025",2,"Aurora Ventures, Bay Capital",Early Stage Venture
Series B - Keystone Core,"Ottawa, Ontario, Canada",SaaS,Keystone Core,Series B,"$63,400,000","Oct 23, 2025",4,"Harbor Fund, Lighthouse Capital Partners",Early Stage Venture
Series C - Wren Labs,"Austin, Texas, United States",Generative AI,Wren Labs,Series C,"$125,800,000","May 23, 2026",6,Redwood Growth,Late Stage Venture
Seed - Zenithspark,"New York, New York, United States","Generative AI, SaaS",Zenithspark,Seed,"$2,500,000","Jul 31, 2025",3,Apex Ventures,Seed
Series A - Atlas Flow,"Austin, Texas, United States",Generative AI,Atlas Flow,Series A,"$13,500,000","May 4, 2026",2,"Pinnacle Fund, Aurora Growth",Early Stage Venture
Seed - Orbit.ai,"Seattle, Washington, United States","Agentic AI, Generative AI",Orbit.ai,Seed,"$3,300,000","Mar 21, 2026",4,Redwood Ventures,Seed
Series B - Ketl Stack,"San Francisco, California, United States",Foundational AI,Ketl Stack,Series B,"$183,000,000","Jun 11, 2025",5,Catalyst Partners,Early Stage Venture
Series B - Pace.ai,"San Francisco, California, United States","Generative AI, SaaS",Pace.ai,Series B,"$65,200,000","May 22, 2026",3,Compass Ventures,Early Stage Venture
Series B - Vectoronyx Compute,"Atlanta, Georgia, United States",Generative AI,Vectoronyx Compute,Series B,"$55,500,000","Jan 3, 2026",2,Sterling VC,Early Stage Venture
Series D - Brim Technologies,"Austin, Texas, United States","SaaS, Foundational AI",Brim Technologies,Series D,"$3,361,200,000","Mar 3, 2026",7,Redwood Ventures,Late Stage Venture
Series B - Spark Stack,"San Francisco, California, United States",Generative AI,Spark Stack,Series B,"$25,500,000","Oct 21, 2025",3,"Northstar VC, Union Square Capital Partners",Early Stage Venture
Series A - Vela Flow,"Montreal, Quebec, Canada",AI Infrastructure,Vela Flow,Series A,"$17,700,000","Oct 16, 2025",3,"Cedar Capital Partners, Compass Capital Partners",Early Stage Venture
Series A - Arcdrift Dynamics,"Boston, Massachusetts, United States","Generative AI, SaaS",Arcdrift Dynamics,Series A,"$26,500,000","Jul 16, 2025",4,"Vista Capital, Redwood Growth",Early Stage Venture
Series C - Glidesage.ai,"Cambridge, Massachusetts, United States",Generative AI,Glidesage.ai,Series C,"$181,800,000","Mar 20, 2026",5,Westbrook VC,Late Stage Venture
Seed - Parse Compute,"Los Angeles, California, United States",Agentic AI,Parse Compute,Seed,"$7,700,000","Dec 24, 2025",4,Frontier Growth,Seed
Seed - Hyper Logic,"Palo Alto, California, United States","Generative AI, Agentic AI",Hyper Logic,Seed,"$4,700,000","Nov 29, 2025",4,Summit Ventures,Seed
Series D - Helix Stack,"San Francisco, California, United States","SaaS, AI Infrastructure",Helix Stack,Series D,"$188,900,000","Apr 21, 2026",3,Pinnacle VC,Late Stage Venture
Series D - Synth Core,"Toronto, Ontario, Canada",Generative AI,Synth Core,Series D,"$155,600,000","May 13, 2026",7,"Apex Capital, Keystone Ventures",Late Stage Venture
Series A - Vertex Dynamics,"Seattle, Washington, United States","SaaS, Foundational AI, Agentic AI",Vertex Dynamics,Series A,"$21,400,000","Feb 24, 2026",3,Greylock Capital,Early Stage Venture
Series B - Forge Cloud,"Palo Alto, California, United States","SaaS, Generative AI",Forge Cloud,Series B,"$64,400,000","Nov 1, 2025",5,Stonebridge Capital,Early Stage Venture
Seed - Mura Labs,"Toronto, Ontario, Canada","Agentic AI, SaaS",Mura Labs,Seed,"$1,300,000","Jul 25, 2025",1,Crescent Capital,Seed
Series A - Tensor Systems,"Toronto, Ontario, Canada",Agentic AI,Tensor Systems,Series A,"$26,800,000","Oct 7, 2025",3,Brightwater Capital Partners,Early Stage Venture
Seed - Ember.ai,"Seattle, Washington, United States",Generative AI,Ember.ai,Seed,"$3,100,000","Jun 3, 2025",3,"Summit Group, Frontier Ventures",Seed
Seed - Anchortensor Labs,"Montreal, Quebec, Canada",Agentic AI,Anchortensor Labs,Seed,"$1,500,000","May 16, 2026",2,Apex Capital,Seed
Series A - Glidevertex AI,"New York, New York, United States","SaaS, Generative AI, Agentic AI",Glidevertex AI,Series A,"$27,600,000","Nov 23, 2025",5,"Keystone Ventures, Harbor Partners",Early Stage Venture
Series A - Vox Dynamics,"Austin, Texas, United States",Generative AI,Vox Dynamics,Series A,"$13,100,000","Oct 13, 2025",3,"Northstar VC, Summit Group",Early Stage Venture
Series A - Bloom Compute,"Atlanta, Georgia, United States","Generative AI, SaaS",Bloom Compute,Series A,"$22,800,000","Dec 23, 2025",2,Harbor Fund,Early Stage Venture
Series C - Flux Labs,"Boston, Massachusetts, United States",AI Infrastructure,Flux Labs,Series C,"$113,900,000","Jan 5, 2026",3,Vista Capital,Late Stage Venture
Seed - Stratapinnacle Labs,"San Francisco, California, United States","SaaS, Generative AI, AI Infrastructure",Stratapinnacle Labs,Seed,"$3,400,000","Sep 3, 2025",3,"Greylock Capital, Northstar Ventures",Seed
Seed - Solace Technologies,"Los Angeles, California, United States",Generative AI,Solace Technologies,Seed,"$1,800,000","Dec 8, 2025",2,"Meridian VC, Granite Capital",Seed
Series A - Yara Intelligence,"New York, New York, United States","Generative AI, SaaS, Agentic AI",Yara Intelligence,Series A,"$23,300,000","Sep 12, 2025",3,Harbor Fund,Early Stage Venture
Series A - Tess Logic,"New York, New York, United States","SaaS, AI Infrastructure",Tess Logic,Series A,"$13,400,000","Feb 13, 2026",2,Summit Ventures,Early Stage Venture
Series B - Umbra Labs,"Austin, Texas, United States",Generative AI,Umbra Labs,Series B,"$80,200,000","Feb 18, 2026",2,Northstar Growth,Early Stage Venture
Series A - Stratalatent AI,"Cambridge, Massachusetts, United States","Agentic AI, Generative AI",Stratalatent AI,Series A,"$20,300,000","Oct 11, 2025",4,"Meridian Partners, Vista Capital",Early Stage Venture
Series A - Atlasspark Stack,"Montreal, Quebec, Canada",Generative AI,Atlasspark Stack,Series A,"$15,500,000","Jun 27, 2025",3,"Meridian VC, Catalyst Partners",Early Stage Venture
Seed - Pinnacle Systems,"Washington, District of Columbia, United States","AI Infrastructure, SaaS",Pinnacle Systems,Seed,"$3,500,000","Oct 29, 2025",3,"Brightwater Partners, Keystone Ventures",Seed
Series B - Pacelumen,"Montreal, Quebec, Canada",SaaS,Pacelumen,Series B,"$23,000,000","Sep 14, 2025",5,Vista Capital,Early Stage Venture
Seed - Cove Dynamics,"New York, New York, United States","SaaS, Generative AI",Cove Dynamics,Seed,"$1,700,000","Jan 22, 2026",2,"Aurora Ventures, Harbor Fund",Seed
Series A - Pylon Flow,"San Francisco, California, United States","Generative AI, Foundational AI, AI Infrastructure",Pylon Flow,Series A,"$26,000,000","Apr 27, 2026",5,Stonebridge Ventures,Early Stage Venture
Seed - Parsesynth AI,"Los Angeles, California, United States","Generative AI, Agentic AI",Parsesynth AI,Seed,"$3,800,000","Jul 13, 2025",3,Brightwater Partners,Seed
Series A - Rune Cloud,"San Francisco, California, United States","Generative AI, SaaS",Rune Cloud,Series A,"$14,000,000","Mar 6, 2026",4,"Aurora Capital, Brightwater Fund",Early Stage Venture
Series B - Muraprism Core,"San Francisco, California, United States",Generative AI,Muraprism Core,Series B,"$50,700,000","Sep 24, 2025",5,"Frontier Ventures, Bay Capital",Early Stage Venture
